grant_id,grant_val
1776352,R01 HL103405
1776456,RG67444
1776460,RG68204
1776870,MR/K023446/1
1777186,P30 ES007048
1777190,R01 HL076647
1777194,P01 ES009581
1777198,R01 HL061768
1777202,P01 ES011627
1777206,R01 ES027860
1777210,R01 ES023262
1777214,T32 ES013678
1777338,MR/K020293/1
1777342,207504/B/17/Z
1777456,209553/Z/17/Z
1778446,R49 CE001167
1778752,P41 GM103504
1778756,R01 ES014811
1779410,P30 AG021342
1779414,R01 AG047891
1779418,R33 AG057806
1786608,National Natural Science Foundation of China
1786612,National Natural Science Foundation of China
1786942,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1786946,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1786950,U10 HD040500
1786954,UG1 HD034116
1786958,UG1 HD040560
1786962,UG1 HD053097
1786966,U10 HD040485
1786970,U10 HD034116
1786974,UG1 HD068258
1786978,National Center for Advancing Translational Sciences
1786982,U10 HD040560
1786986,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1786990,U10 HD036801
1786994,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1786998,U01 HD036801
1787002,UG1 HD027869
1787006,U10 HD068268
1787010,U10 HD040544
1787014,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787018,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787022,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787026,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787030,UG1 HD087230
1787034,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787038,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787042,UG1 HD027915
1787046,UG1 HD087192
1787050,UG1 HD040544
1787054,UG1 HD034208
1787058,UG1 HD040512
1787062,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787066,U10 HD027869
1787070,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787074,U10 HD027915
1787078,U10 HD068282
1787082,UG1 HD040545
1787086,UG1 HD040485
1787090,UG1 HD068268
1787094,U10 HD034208
1787098,U10 HD068258
1787102,U10 HD053097
1787106,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787110,UG1 HD040500
1787114,UG1 HD068282
1787118,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787122,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787126,U10 HD040512
1787130,UL1 TR001873
1787134,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787138,U10 HD040545
1787142,Eunice Kennedy Shriver National Institute of Child Health and Human Development
1787978,F31 NS115421
1789874,R01 ES020360
1791664,UH3 NS100553
1792128,P50 AA027055
1792132,R01 DA017666
1792844,P30 CA016672
1792848,U54 CA210181
1792852,P50 CA097007
1792856,R01 DE025248
1792860,R01 CA214825
1792864,R56 DE025248
1792868,U54 CA143837
1792872,U01 CA196403
1792876,R01 CA218148
1795692,P30 CA008748
1799020,R01 AG018016
1799024,T32 AG000270
1800312,R15 ES031354
1801652,BBS/E/C/000I0330
1804332,RG91365
1806650,MCCC-FCO-11-C
1806936,R01 AR057308
1807630,P30 CA008748
1808680,P20 GM103446
1808684,R01 DA039923
1808688,U54 GM104941
1808908,17SDG33370094
1808912,R01 GM132572
1808998,BB/I007423/1
1809002,BB/S00730X/1
1809792,K23 DK117055
1810302,R01 DK124182
1811318,R15 DK081931
1813770,T32 HL079891
1813774,N01HC95159
1813778,N01HC95169
1813782,K01 DK101650
1814008,MR/P0078747
1814698,PG/16/3/31833
1814702,FS/12/3/29232
1814706,PG/12/79/29884
1814710,FS/16/27/32213
1814714,PG/14/3/30565
1814718,PG/16/21/32083
1820235,R21 AI123933
1820239,R43 ES030649
1821933,R01 DA032698
1824749,K99 CA234208
1824753,T32 CA009695
1828395,L30 HL110027
1830873,R01 AR073217
1830877,T32 GM008203
1832889,P2C HD086844
1832893,U54 CA137788
1832897,U54 CA132378
1833707,P30 CA138292
1834025,R01 AA024439
1834029,R01 AA025038
1834661,677582
1837077,K23 MH105553
1838071,K99 AA027301
1838075,U01 DA043799
1838079,U01 DA044451
1838341,I01 BX000400
1838345,I01 BX001079
1838349,P30 CA016058
1838353,R01 CA185509
1840869,P30 CA015704
1840873,R01 DK098449
1840877,106130/Z/14/Z
1840881,MC_UU_12009
1841351,MC_UU_12009/7
1841355,MC_UU_12009
1841359,G0902418
1841363,MC_UU_12025
1842199,DP2 AI138239
1842515,R01 EY027785
1842519,R21 EY028261
1842523,P30 EY030413
1842527,S10 OD018005
1842531,P30 CA142543
1842535,R01 AG061338
1842717,N01AI40085
1842721,P01 AI091575
1842725,R01 AI036178
1843977,R01 DC016278
1845897,K22 AI141680
1846039,R01 AI122743
1846043,R21 AI113989
1847423,R01 DK113265
1849181,R01 GM085006
1849255,R18 HS024039
1849259,UL1 TR002373
1849491,107769/Z/10/Z
1850525,R01 EY026078
1850529,P30 EY016665
1850533,P30 CA014520
1850537,F31 EY027987
1850807,R01 HD045834
1850811,R01 MH057514
1852037,R01 EB022720
1852571,P50 CA211015
1852813,ZIA MH002928
1852887,Z01 DE000438
1853583,Intra-European Fellowship
1853587,USA-1198990-HFST-P
1853591,DFG CRC 1080
1853595,DFG CRC 902
1853599,743216
1853603,Atracción de Talento-2019T1/BMD-14057
1853607,Ramón y Cajal- RYC2018-024435-I
1853795,R01 AI127652
1853799,R01AI127652
1853803,Investigators in the Pathogenesis of Infectious Disease Award
1853891,P20 CA192996
1853895,U10CA180944
1853899,P20 CA192994
1853903,U01 CA224013
1853907,5P01CA013106-Project 4
1853911,5P50CA101955
1853915,LT000195/2015 L
1853919,CA229699
1853923,1R01CA190092
1853927,R01 GM045436
1853931,ALTF 1203-2014
1853935,U01CA224013
1853939,C150158
1853943,R01 CA188134
1853947,16-20-25-VAKO
1853951,C150158
1853955,P20CA192996
1853959,1R01CA188134
1853963,5P30CA45508
1853967,U01CA210240
1853971,R01 CA229699
1853975,DA 2249/1-1
1853979,P30 CA045508
1853983,P01 CA013106
1853987,KL 3228/1-1
1855699,CC999999
1855775,R21 NS113518
1858187,R21 EB019748
1861531,75N93019C00051
1861535,P30 CA010815
1861539,R01 GM103899
1861543,R01 GM129357
1861969,K08 NS089976
1892105,R01 CA234614
1892109,R01 DK121072
1892339,CC999999
1894731,T32 GM110523
1895689,K08 HL150291
1895763,R01 EY024639
1896947,FDN-148413
1896951,MOP-123399
1896955,MOP-136871
1897079,R01 NS081082
1897193,MR/R023026/1
1897691,P01 HL060678
1897695,R01 AR075830
1897699,T32 HL007829
1897905,F31 HL140850
1897909,R01 HL135893
1897913,R01 HL141463
1897917,R01 HL149931
1899219,090375
1900883,T32 GM007748
1900957,100693/Z/12/Z
1900961,294834/Z/16/Z
1900965,214185/Z/18/Z
1905681,P30 DK020572
1905685,P30 EY007003
1905689,R01 EY012021
1905693,R01 EY023725
1906669,R21 AG059206
1906673,K99 CA237744
1906677,R33 AG059206
1906681,K76 AG064394
1906685,K24 AG056589
1908605,R21 AI127895
1913381,20194030202320
1913385,S-2020-G0041-00003
1913531,"AEI/FEDER, UE, AGL2016-77282-C3-1R"
1913535,19903/GERM/15
1913635,CUP F71I17000180002
1913639,FAR 2017
1913643,no number
1913647,"PRIN 2017, Prot. No. 2010E84AA4_002"
1913651,L.R. n. 7/2007
1913801,194374-167
1913959,31861143012
1914153,310030E-164250
1914443,3066/ 37/01.02.2018
1914447,PNIII-P1-1.2-PCCDI-2017-0221/59PCCDI/2018
1914551,PI17/01029
1914555,PI19/00240
1914559,2019-2020
1914563,UAHGP2018-4
1914567,CCG2018/BIO-010
1915111,643417
1916347,AGL2017-84097-C2-2-R
1916351,MDM-2014-0370
1916449,HMS 9353763
1916529,Project #PEN04723
1916533,UIDB/00690/2020
1916537,0377_Iberphenol_6_E
1916541,451-03-68/2020-14/200007
1916707,NRF2017M3A9E8033253
1917371,Z201805198
1917375,61574114
1917379,2016YFB0400801
1917591,EQPEQ/421963-2012
1917595,2011R037R
1917599,AMN048
1917961,2015DFA31190
1918197,BBE-1713
1918201,707404
1918205,BBE-1801
1918321,GML2019ZD0405
1918325,"Y8SL031001, Y9YB021001"
1918329,31971501
1918543,CGL2017-83385-P
1918547,"BIO-213, US-1263771"
1918633,P50 CA098252
1918637,MOST108-2314-B-038-010
1918641,MOHW109-TDU-B-212-134020
1918645,DP2-108-21121-01-C-03-05
1918751,"SFB Fusarium: F3701, F3702, F3718"
1919059,R01 MH119000
1919063,R01 MH105329
1919067,R01 MH100972
1919071,R01 DA032444
1919075,U54 GM115458
1919079,R01 NS065957
1919165,M01201920180359
1919453,614168
1919457,643694
1919881,18KK0450
1920033,123280864259
1920149,18H05502
1920237,001
1920241,311336/2017-5
1920447,51761135128
1920451,51773061
1920455,2018AB025
1920693,20-10-0049
1920825,AES no. PI18/01714
1920829,ED431C 2016-012
1920833,Co-financing PI18/01714
1921525,-
1921923,2017M3A9D8048414
1922167,DP1 DA034989
1922171,P30 AI036214
1922175,P30 AI036214
1922179,R01AI136056
1922473,EP/S001131/1
1922477,EP/P009972/1
1922553,16-34238A
1922557,CZ.02.1.01/0.0/0.0/15_003/0000495
1922707,Ricerca Locale
1922819,0044
1923043,EHD15PI05/2016
1923047,PI16/00598
1923051,PI19/00819
1923055,SAF2016-75197-R
1923059,SA063P17
1923063,2017/2020
1923067,"OLD-HEPAMARKER, 0348_CIE_6_E"
1923071,PC-TCUE18-20_051
1923217,316838
1923221,2016-01054
1923225,35624-2
1923443,465.395/2014-7
1923447,210.008/2018
1923687,-
1923977,241295
1923981,P01-CA093900
1926172,I01 BX001396
1926176,R25 GM060507
1926386,MC_UU_12013/1-9
1926390,MC_UU_00011/1
1926394,C18281/A19169
1926398,C18281/A20988
1926402,MC_UU_00011/5
1926406,UM1 CA182910
1926766,P01 CA120964
1926770,P01 CA203657
1926774,R01 GM106227
1926778,P30 CA016086
1926782,R01 NS089815
1926786,R21 NS100077
1927528,R01 GM056350
1927810,BB/M01858X/1
1927814,BB/R019487/1
1928886,R00 EB021320
1928890,R03 EB024705
1929298,R56 HL141466
1932454,726368
1932458,706551
1932462,START-Program of the Faculty of Medicine
1932466,MCSA grant agreement No 706551
1932470,706551
1936374,K99 DK088962
1936378,R00 DK088962
1936382,R01 DK084053
1936630,MR/P021220/1
1941096,T90 AT008544
1942070,P30 DK045735
1943718,P30 CA013148
1943722,R21 AI081591
1943726,S10 RR022994
1943924,KL2 TR002385
1943928,UL1 TR002384
1948060,P30 CA014089
1953908,R01 HD070727
1953912,R25 HD045810
1953916,R25 MH067127
1953920,R25 MH118935
1955596,R01 GM094402
1955688,R01 GM097159
1955692,R01 GM122759
1955696,R21 NS105863
1955822,55005946
1956952,001
1957484,R01 NS065829
1957488,R01 NS113828
1958164,G9815508
1958168,MC_PC_15018
1958172,MC_PC_17213
1958176,201486/Z/16/Z
1958568,TAPP PPZY2015C221
1958654,196
1958758,no grant number
1958762,"""Valutazione del germoplasma olivicolo pugliese e miglioramento genetico per la resistenza a XYLELLA FASTIDIOSA-Re.d.O.Xy."
1958766,"Resources phytogénétiques tunisiennes mieux conservées et valorisées"""
1958952,31R138
1959276,HHSN272201400006C
1959784,QJ1530107
1960342,201708505089
1960346,KJ160063
1960350,1752007
1960354,KFJJ2018049
1960358,2016-56-05
1960708,U24 NS072026
1961078,N/ST/ZB/17/010/1118
1961668,U01 DK062418
1961804,621329
1961808,16ENV01
1961812,689443
1961816,N1-1100 (G030119N- FWO)
1961820,P1-0143
1961958,107-2311-B-214-003 and 108-2320-B-214-005-MY3
1961962,KSC107-028 KMU-TC108A04 MOHW 108-TDU-B-212-124016
1962308,51675304
1962312,11890672
1963360,R01 GM127708
1963364,R01 HL089221
1963368,R01 NS099371
1964512,U01 GM070749
1964516,U54 GM111274
1964520,U01 IP000174
1964752,MC_PC_16098
1964756,C8640/A23385
1965438,R01 DK096586
1965442,R01 DK121848
1965446,R56 DK042956
1965450,S10 OD021577
1966504,104250/B/14/Z
1966696,MC_U123292701
1966700,MC_UU_00026/3
1966704,MR/P012019/1
1966708,MC-A760-5QX00
1966812,RG/17/12/33167
1966816,MC_ UU_12012/4
1966820,MC_UU_00014/4
1966824,MC_UU_12012/4
1966828,MC_UU_12012/5
1966892,MR/K02325X/1
1967516,R01 NS085023
1967698,R24 OD016474
1967702,R37 NS048392
1967706,T32 GM007276
1967710,P30 CA008748
1967714,R01 GM097576
1967880,R35 GM127093
1968014,DFG EXC 1074
1968108,P30-CA14051
1968112,GM81648
1968116,Investigator
1968120,R01 GM081648
1968124,GM52339
1968250,31003A_163267
1968254,ERC CoG-724489
1968370,R01AI114703-01
1968374,R35 GM119774
1968378,R35GM119774-01
1968382,DGE-1256082
1968386,S10 OD020069
1968390,P01AI106695
1968484,SFB1009
1968488,"SFB1009, A1"
1968492,A1
1968616,R21 EB018391
1968620,F-1155
1968624,R01 RM125882
1968628,R01 GM125882
1968632,R01 GM104896
1968636,F-1778
1968640,R21EB018391
1968852,180/09
1968958,R01 DK054927
1968962,DK104031
1969074,CAREER Award 1552419
1969078,DESI FA9550-18-1-0525
1969082,Graduate Research Fellowship
1969086,Graduate Fellowship
1969090,National Defense Science and Engineering Graduate Fellowship
1969190,Intramural Research Program
1969478,30-2017-017
1969756,2018M3A9E8020861
1970020,HI14C0018
1970280,F.15-1/2017/PDFWM-2017-18-ORI-48394 (SA-II)
1970284,19/06/2016(i) EU-V
1970288,09/1036/0004/2016
1970292,DST/INSPIRE Fellowship/2010 [IF10240]
1970296,DST/AORC-IF/IF150007
1970300,HE-PTC-WB-02017
1970650,20190005
1970792,SFRH/BD/108726/2015
1970796,E0585654
1981100,166682
1983718,P30 DK034987
1984578,P30 CA014599
1984582,R01 CA216436
1984586,U01 CA151455
1984590,U01 CA198989
1985370,T32 DA017629
1985374,T32 MH073553
1985706,P30 DK072476
1985710,T32 DK064584
1985714,U54 GM104940
1985718,U54 MD008602
1986610,R49 CE000674
1986614,R49 CE001172
1986618,R49CE002106
1987124,R01 AR053684
1995816,T32 DK007161
1996170,P30 CA016672
1996174,R50 CA221675
1997322,P30 CA016056
1997326,UG1 CA233191
2000000,P30 CA016672
2000004,R50 CA221675
2001026,P30 DK020579
2001030,P30 DK056341
2007058,K23 AG051681
2007062,P30 CA023108
2007066,U48DP005018
2007070,UL1 TR001086
2007362,UL1 TR001120
2009684,KL2 TR002385
2010012,R01 EY021482
2010650,MR/N005953/1
2010654,MR/P001327/1
2010752,MR/R502121/1
2010756,MR/T50256X/1
2010928,G0802403
2011732,R01 NS032385
2011736,R21 NS092019
2011740,RF1 MH114103
2012386,P50 CA192937
2012390,U54 CA193313
2012394,P30 CA013696
2012398,U01 CA217883
2012402,R35 CA210105
2012406,T34 GM007823
2012920,P20 GM103408
2012924,P30 GM103324
2012928,R01 EY012146
2012932,S10 OD018044
2016326,G0800472
2016330,PDF-2014-07-072
2016756,MC_UU_12013/5
2016760,MR/M009351/1
2017334,27307C0012
2017570,UG1 HD078439
2017574,U01 HD058322
2017792,R01 HD081950
2017796,R21 HD065169
2017800,R03 NS071415
2017804,P30 CA042014
2019742,K43 TW010683
2019746,R21 HD093531
2020002,K24 AG056589
2020006,R21 AG059206
2020234,818521
2020238,313755
2020242,PRIN 20159CZFJK
2020246,Bando di Ateneo per la Ricerca di Base2015 project MOTOS
2020404,APP1028284
2020408,DP170100064
2020546,25132705
2020550,17H06429
2020554,16H04979
2020558,19H03044
2020562,12J07446
2020566,Special Postdoctoral Researcher Program
2020770,ERCCoG GEOCOG 724836
2020774,NWO-Vidi 452-12- 009
2020778,NWO-Gravitation 024-001-006
2020782,NWO-MaGW 406-14-114
2020786,NWO-MaGW 406-15-291
2020790,223262
2020888,DFG INST 292/119-1 FUGG
2020892,DFG INST 292/120-1 FUGG
2020896,393148499
2020900,Fellowship Program
2021088,2012BAH06B01
2021092,2018YJS011
2021328,689660
2021414,SAF2017-84454-R
2021418,SAF2017-84454-R
2021528,18627N
2021742,51775354
2022246,150010
2022552,6711581
2022556,6313319
2022560,6036_2017
2022680,2013/11/B/NZ4/04315
2022684,K/DSC/003978
2022688,K/ZDS/008062
2022914,223071
2022918,"PS09/00295, PS09/01845, PI12/01490, PI13/00059, PI16/00218 and PI16/01073"
2022922,PI12/01490 and PI13/00059
2022926,635316
2022930,SLT006/17/00066
2023076,DPI2014-57220-C2-1-P
2023080,PGC2018-095939-B-I00
2023084,S2018/NMT-4331
2023526,CO-2011-02351627
2023530,opbg-201603x003858
2023872,2016YFB0302000
2023876,51875297
2024086,"41871044, 31561123001, 31500502"
2024090,2016YFD0600101
2024094,2012CB114504
2024098,"2018CDDY-S02-SCU, SCU2019D013"
2024448,380229
2024452,548
2024726,120342
2024730,128021
2024734,124339
2024738,ÚNKP-18-4-SE-121
2024742,20428-3/2018/FEKUTSTRAT
2024746,EFOP-3.6.1-16-2016-00022.
2025536,PN-III-P1-1.2-PCCDI-2017-0272
2025906,51804077
2025910,SJQHB201803
2025914,2017ZT07G264
2025918,KQTD2017033114582189
2025922,JCYJ20170817152743178
2026038,-
2026042,-
2026046,RSA6280013
2026142,123456
2026296,CMP-16-04-KITECH
2026412,IG18385
2026416,TNBCneo
2026420,RiFT
2027282,PG/15/61/31634
2028949,10/104/13
2028953,RP-DG-0611-10003
2029695,R01 EB022589
2031809,K23 DK094975
2031813,R01 DK103935
2032001,R01 AI111925
2032005,R01 AI057020
2032009,R01 DK108350
2032013,P30 CA093373
2032157,R00 EB014879
2032505,R01 GM105045
2032785,MR/K023187/1
2032789,IS-BRC-1215-20014
2032793,MC_UU_12015/5
2033515,P30 AI027767
2034615,R01 HL135657
2035387,R01 GM086466
2035391,R01 GM127399
2035395,U19 AI109764
2035615,R01 HL111541
2035619,PJT-149062
2035761,MOP-119321
2035927,U24 AA020779
2035931,U01 AA021989
2035935,K12 HL143956
2035939,U01 AA020780
2035943,P20 GM125498
2035947,U24 AA020778
2035951,P30 AI110527
2035955,P30 AI042853
2035959,K01 HL134147
2035963,TL1 TR002244
2036157,R01 AI132409
2036741,R01 GM040478
2036865,R37 AI051622
2036869,R01 AI083365
2036873,R01 AI051622
2036877,R01 GM058867
2036881,R37 GM058867
2036885,T32 AI132120
2038145,R01 GM121550
2038249,Open-access funding
2038253,NewGenes - 322564
2038257,Open-access funding
2038405,17H03653
2038409,JPMJCR14M4
2038413,BINDS
2038559,RP120717-P2
2038563,I-1944
2038567,RP160667-P2
2038571,RR160082
2038575,R01 GM136976
2038579,RP120717-P2
2038583,I-1441
2038587,RP160667-P2
2038591,RR160082
2038701,FS/13/1/29894
2038705,Confidence in Concept 2018
2038709,MC_PC_17169
2038713,VO 2134-1/1
2038717,206194
2038721,FS/15/58/31784
2038725,RG/15/13/31673
2038729,ANR-17-CE14-0001-01
2039089,310856
2039093,CRSII5_170925
2039097,55008733
2039101,ALTF 493-2015
2039105,SAW-2017-FMP-1
2039109,SCHA 1274/4-1
2039113,PlantaSYST
2039347,R01 GM037949
2039351,R01 GM37949
2039489,#708362
2039591,"PPGA18/01, PPGA19/04, PIF15/149"
2046735,HI15C2695
2046739,2016R1A2B4013377
2046743,2016R1D1A1A02937353
2046747,2018R1D1A1B07042756
2046751,2018R1A2B6007241
2046755,2018R1A5A2025964
2046845,KASL KLF 2013-07
2050297,I01 CX001245
2051601,17702
2051605,MC_UP_A620_1015
2051609,MC_U147585827
2051613,MC_UU_12011/2
2051617,MC_U147585819
2051621,MC_U147585824
2053517,R01 CA236273
2053521,T32 GM007250
2053525,T32 GM008803
2053529,TL1 TR002549
2054049,IK2 RX002920
2054053,T32 GM121318
2055611,P42 ES004940
2055707,R01 CA179422
2055711,R21 CA198455
2058601,P30 DK089502
2058777,R01 CA207051
2058781,P30 CA118100
2058785,R01 CA163890
2058789,P20 GM121176
2058793,R01 CA194496
2060397,R34 DA034822
2060603,R01 GM082938
2060689,I01 BX001234
2060693,IK6 BX004984
2060697,R01 DK099134
2060843,F32 GM103277
2060847,R01 GM024485
2060923,R01 GM123640
2061173,MR/S004009/1
2062483,R56 HL141394
2063985,C8640/A23385
2064215,CDF-2014-07-037
2065257,FDN-159908
2066039,R01 CA047988
2066043,U01 CA182913
2066047,R01 AG047645
2066051,R01 HL131029
2066055,R01 CA154647
2066059,HHSN268201500001I
2066063,R01 HL043851
2066067,RC1 HL099355
2066071,N01HC25195
2066075,R01 HL080467
2066079,UM1 CA182913
2068621,R01 HD052083
2068625,R00 MH090237
2068629,K99 MH090237
2068633,R01 GM118530
2068637,T32 NS062443
2069537,HTA/12/167/135
2069541,A16893
2069741,2013
2069745,2012
2070439,Shine Grant 2012
2070759,NZP-118/2018
2071207,"11390361, 11390362, 11702186"
2071211,201701D221010
2071215,2017-ZJ-783
2071401,Ramoni - Ric. dipartimentale 2014-70%
2071999,0011-1365-2017-000103
2075525,MR/M017974/1
2075529,RG/14/4/30736
2075785,R01 HL127015
2075789,R01 HL129157
2075793,R01 HL129185
2077091,P30 HD062171
2077095,K02 NS089852
2077099,U54 HD087011
2077103,UL1 TR000448
2077107,R01 HD029190
2077111,UL1 TR002345
2077667,R01 GM108021
2077859,P2C HD041041
2077991,R01 AI100947
2077995,R44 HG009584
2078325,R37 GM032238
2078329,T32 CA201159
2078333,U01 HL131072
2078887,6-2012-0037
2078891,HY-2011-G-201100000001880
2078895,22A20130011095
2078899,NRF-2018R1D1A1B07042537
2078903,2016M3A9B5942352
2079229,A085136
2079233,HI15C1277
2079237,2015R1A2A2A01002731
2079385,6-2012-0206
2079555,PDR T.0110.18-F
2079559,Project P7/28
2079563,RPR1620203
2079719,R01 AI142926
2079723,AI100829
2079727,T32 GM007232
2079731,T32 AI100829
2079735,P01 AI063302
2079739,AI063302
2079743,GM007232-36
2079747,R01 AI072429
2079751,R01 AI117890
2079755,AI142926
2079759,R01 AI148652
2079913,F32 MH096459
2079917,R56 MH095980
2079921,R01NS074644
2079925,NeuroNex 1707356
2079929,R01 MH104319
2079933,R01MH104319
2079937,R01 MH095980
2079941,NS21184
2079945,R01MH095980
2080063,P30 CA093373
2080067,U19-AI109962
2080071,TL1 TR000133
2080075,T35 OD010956
2080079,T32 OD011147
2080083,UL1 TR000002
2080087,R01-AI117890
2080091,T32 AI060555
2080095,U19 AI109962
2080099,5T35OD010956-14
2080103,R01 AI148652
2080107,EXC 294
2080111,2T32OD010931-09
2080115,TRR130-P02
2080119,R01 AI117890
2080247,R01 NS075062
2080251,R01NS075062
2080255,F31NS100259
2080383,R01 MH080066-01
2080387,Promos travel grant
2080391,F32MH102009
2080395,K99AG054732
2080399,K99 AG054732
2080403,1460604
2080505,R00 HL122508
2080509,R35 GM127303
2080513,R00HL122508
2080517,R35GM127303
2080625,11/23/01
2081013,HI18C0446
2081109,HM15C1058
2081777,HI16C0443
2081781,SPRB-2018-02
2082579,NRF-2015M3A9D3051413
2082895,17K10027
2082899,18K09935
2083061,2017M3A7B4039936
2083065,HI17C1807
2083069,H-GUARD_2014M3A6B2060509
2083191,NRF-2018R1C1B6002674
2085025,Z99 HL999999
2085667,001
2086729,R01 CA236273
2086733,T32 CA059366
2086737,T32 GM008803
2087271,R21 EY025333
2087275,P30 EY008126
2087279,U24 EY029903
2087283,R01 EY024997
2087287,R21 EY023711
2087291,R01 EY017427
2087407,P50 CA180905
2087411,U54 CA180905
2087525,098461
2087529,106174
2087533,204686
2087537,204686/Z/16/Z
2088281,R01 AR053684
2088521,R15 GM097714
2093833,P51 OD011104
2093837,R01 AI049080
2093841,R01 AI084793
2093845,R01 AI131433
2094017,R01 GM127531
2094021,U54 DK107967
2094025,UM1 HG009409
2094177,T32 HG000044
2094435,U01 DK102163
2095229,R01 GM120093
2095527,R01 DC015271
2095531,P30 GM124165
2095535,S10 RR028832
2095539,S10 RR029205
2095543,R01 GM106303
2095669,BB/K014544/1
2095673,097813/11/Z
2095839,PG/12/54/29734
2095843,PG/15/39/31519
2095847,PG/17/1/32532
2095851,RG/12/2/29416
2095855,PG/14/86/31177
2096031,P30 CA013330
2096035,R01 CA217092
2096039,R01 DK096266
2096175,R01 GM109080
2096397,R21 AI115261
2096401,T32 AI007329
2096405,T32 GM007310
2096409,ZIA HD008928
2097211,R01 EB026955
2097813,MC_PC_12009
2099017,K08 HS026006
2099021,KL2 TR001862
2099025,UL1 TR001863
2099981,I21 CX001574
2099985,T15 LM007359
2102109,R01 CA214825
2102113,R01 CA218148
2102699,P30 CA016672
2102967,R01 EB020527
2104273,FNR/FWO project INTER/FWO/12/14
2104389,16K08202
2104393,19K07015
2104513,2018YFB0904900，2018YFB0904905
2104635,2016H1D3A1938159
2104639,2018R1A6A1A03025523
2104643,2017R1A2A2A07001272
2104647,2019M3E5D1A02069623
2105027,n.a.
2105295,K112442
2105299,K115731
2105303,GINOP-2.3.2-15-2016-00012
2105427,NO. 2017YFD0600802
2105529,R01-2007-000-11293-0
2105533,1910330
2105663,"Grant decree COMETA prot. n. 1741 of 05/07/2018, CUP B26G18000200004 - COR 545910."
2105837,"to Maria J. Meneses (PD/BD/114256/2016); M. Paula Macedo (PTDC/DTP-EPI/0207/2012, PTDC/BIM-MET/2115/2014 and PTDC/BIM-MET/4265/2014); and iNOVA4Health (UID/Multi/04462/2013)"
2105841,GIFT 2018
2105845,grant agreements no. 722619 and no. 734719
2106417,PRGS: PRGS/1/2017/SKK11/UPM/01/1
2106421,FRGS: 01-01-18-1988FR
2106781,MISURA 1.2.4.
2107403,K08 HD082287
2107507,UL1 TR001436
2110257,R01 AI101431
2110261,R01 AI122743
2110373,R01 MH095878
2111997,R01 DK099734
2112001,R56 DK099734
2112807,UM1 AI069476
2113245,DRF-2015-08-065
2113249,DRF_2015-08-065
2114259,P20 GM103482
2114263,P20 RR018733
2114267,R01 AI129959
2114271,R21 CA187345
2114943,10/111/01
2114947,MR/N013468/1
2115207,K12 HD065987
2115211,KL2 TR002379
2115215,UL1 TR000135
2115467,R01 GM100946
2115471,R01 GM108340
2116351,U19 AI056578
2116631,R01 AI144016
2116635,R03 AI104697
2116639,T32 AI007414
2116799,R01 DK106162
2116803,R01 GM056244
2116807,R25 HL092610
2116871,MR/S007806/1
2116875,088130/Z/09/Z
2117173,212313/Z/18/Z
2117177,MR/R022259/1
2117181,MR/K023667/1
2117185,MR/P01870X/1
2117189,MR/R010676/1
2117521,P50 MH094267
2117525,R01 HL122712
2117529,U01 HL108634
2117653,P50 DA044121
2117657,R01 AT007987
2117751,P30 CA014089
2117755,R01 CA144052
2117759,R01 CA190366
2117763,UL1 TR000130
2117889,P01 HS010858
2118065,FWO [PEGASUS]² Marie Skłodowska-Curie fellow
2118069,PhD studentship
2118073,Sir Henry Wellcome Postdoctoral Fellowship
2118077,DO 1240/2-1
2118081,DO 1240/3-1
2118085,G010419N
2118089,SFB 936/A7
2118093,FWO [PEGASUS]² Marie Skłodowska-Curie fellow
2118271,Intramural Research Program
2118441,Axode ANR-14-CE13-0003
2118445,RG170298
2118531,NRF-2013R1A2A2A01068868
2118535,NRF-2017R1A2B3002227
2118763,DP1 NS092473
2118767,Mahoney Postdoctoral Fellowship
2118771,NIH DP1 NS092473
2118775,Postdoctoral Research Fellowship
2118779,National Institutes of Health Director's Pioneer Award DP1 NS092473
2118865,U01 AI095776
2118869,P50 DK64540
2118873,P50 DK064540
2118877,U19 AI110818
2118881,K08 AI083746
2118885,P30 AR073752
2118889,R01 DK051406
2118893,U01 AI95542
2118897,R01 DK51406
2118901,Graduate Research Fellowship #DGE-114395
2118905,U01 AI095542
2119089,R25 MD007610
2119093,R01 DA035811
2119097,U54 MD007598
2119101,R01 CA201415
2119105,P60 MD006923
2119707,K08 CA234335
2119711,P30 CA016520
2119715,T32 CA009679
2120745,T32 GM007288
2121163,DP1 MH110234
2121167,P30 CA023108
2121263,R01 GM122819
2121529,MR/N000838/1
2121533,R00 CA181490
